ssyk2012_4	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai	ssyk2012_1	ssyk2012_2	ssyk2012_3
8161 Maskinoperatörer, kött- och fiskberedningsindustri	2013	3.5306115	.18796235	1.7496375	.095107503				.0008133286		.022237331	.0008133286	80.5	56.860001	92.080002	29.43				24.940001		26.120001	24.469999	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8161 Maskinoperatörer, kött- och fiskberedningsindustri	2014	5.7956996	.20105687	2.7909698	.12435523			.0018026881	.0070490385		.028370138	.0070490385	80.260002	56.860001	92.080002	29.91			25.65	24.700001		25.889999	24.469999	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8161 Maskinoperatörer, kött- och fiskberedningsindustri	2015	9.6370125	.21532503	3.8323021	.15728231		.018352333	.0030292226	.012764301	.0018570545	.15133017	.051508147	70.089996	57.57	92.32	29.91		19.5	25.41	25.18	24	26.120001	21.389999	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8161 Maskinoperatörer, kött- och fiskberedningsindustri	2016	13.872466	.26732498	4.1280665	.16074976	.037000835	.23769638	.079324581	.021216644	.0052617891	.17138948	.36503544	52.84	56.860001	92.550003	29.67	25.41	19.27	25.41	24.700001	24.700001	25.41	18.559999	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8161 Maskinoperatörer, kött- och fiskberedningsindustri	2017	14.337655	.26910299	4.1547642	.1790069	.051049713	.23773009	.081492357	.022710597	.007598321	.17845522	.36700991	50	57.09	92.32	29.43	24.700001	19.74	26.120001	25.18	24.23	25.41	18.790001	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8161 Maskinoperatörer, kött- och fiskberedningsindustri	2018	16.691372	.26925203	4.7598858	.18961179	.051075958	.28110015	.085659191	.053916868	.010520204	.19631155	.51483524	50	57.09	92.790001	29.91	25.18	19.5	26.120001	25.18	24.700001	26.120001	19.5	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8161 Maskinoperatörer, kött- och fiskberedningsindustri	2019	21.622601	.2693302	5.9861913	.24913731	.055117384	.31352904	.11536166	.077280648	.020350359	.23398814	.62543333	47.16	56.860001	92.790001	29.43	25.18	19.27	25.889999	24.940001	24	25.65	20.690001	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8161 Maskinoperatörer, kött- och fiskberedningsindustri	2020	23.528303	.26936793	6.0238128	.30448323	.065475665	.37673038	.11693439	.19005325	.022490293	.26344115	.96950072	46.220001	56.860001	92.550003	30.139999	25.41	19.74	25.65	25.18	24.23	26.120001	21.16	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8161 Maskinoperatörer, kött- och fiskberedningsindustri	2021	25.220282	.2694543	6.0295496	.36001047	.11589569	.48476577	.12351074	.22813179	.023439946	.27808356	1.24332	43.380001	57.09	92.550003	30.139999	25.18	19.5	25.41	25.18	24.23	25.65	21.16	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8161 Maskinoperatörer, kött- och fiskberedningsindustri	2022	26.918386	.26945436	6.0471721	.37198853	.13216557	.50686461	.14646545	.44710901	.023899922	.29903042	1.6229025	41.959999	57.330002	92.32	29.91	25.18	19.27	26.120001	25.18	24.23	25.65	22.34	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8161 Maskinoperatörer, kött- och fiskberedningsindustri	2023	29.261879	.26945445	6.0517974	.37437114	.18014173	.50910032	.23969007	.57968241	.024167538	.51310849	1.7919903	39.360001	56.860001	92.32	29.91	24.940001	19.27	26.120001	24.940001	24.23	25.41	22.809999	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8162 Maskinoperatörer, mejeri	2010	.23470071	.081292637		.021909066						.0026569392		43.380001	57.09		29.91						26.120001		8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8162 Maskinoperatörer, mejeri	2011	.39447689	.16177335		.026085861						.0053138784		44.09	56.860001		30.139999						25.65		8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8162 Maskinoperatörer, mejeri	2012	.57559991	.17486785		.067067817				.00029101007		.013775604	.00029101007	40.310001	56.860001		29.43				25.18		25.41	25.18	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8162 Maskinoperatörer, mejeri	2013	3.5306115	.18796235	1.7496375	.095107503				.0008133286		.022237331	.0008133286	80.260002	57.330002	92.32	29.67				24.700001		25.889999	24.940001	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8162 Maskinoperatörer, mejeri	2014	5.7956996	.20105687	2.7909698	.12435523			.0018026881	.0070490385		.028370138	.0070490385	80.019997	57.57	92.32	30.139999			25.889999	24.469999		25.65	25.18	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8162 Maskinoperatörer, mejeri	2015	9.6370125	.21532503	3.8323021	.15728231		.018352333	.0030292226	.012764301	.0018570545	.15133017	.051508147	70.330002	56.860001	92.790001	29.43		19.27	26.120001	24.940001	24.23	25.65	21.629999	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8162 Maskinoperatörer, mejeri	2016	13.872466	.26732498	4.1280665	.16074976	.037000835	.23769638	.079324581	.021216644	.0052617891	.17138948	.36503544	53.310001	57.330002	92.790001	29.43	25.18	19.030001	25.65	25.18	24.23	26.120001	19.030001	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8162 Maskinoperatörer, mejeri	2017	14.337655	.26910299	4.1547642	.1790069	.051049713	.23773009	.081492357	.022710597	.007598321	.17845522	.36700991	50.240002	56.860001	92.080002	29.67	25.41	19.030001	25.41	24.940001	24.700001	25.65	18.559999	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8162 Maskinoperatörer, mejeri	2018	16.691372	.26925203	4.7598858	.18961179	.051075958	.28110015	.085659191	.053916868	.010520204	.19631155	.51483524	50.240002	57.57	92.550003	30.139999	24.940001	19.74	25.889999	24.700001	24.469999	25.65	20.209999	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8162 Maskinoperatörer, mejeri	2019	21.622601	.2693302	5.9861913	.24913731	.055117384	.31352904	.11536166	.077280648	.020350359	.23398814	.62543333	47.869999	57.57	92.32	29.91	25.41	19.5	26.120001	24.469999	24.700001	25.889999	21.16	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8162 Maskinoperatörer, mejeri	2020	23.528303	.26936793	6.0238128	.30448323	.065475665	.37673038	.11693439	.19005325	.022490293	.26344115	.96950072	45.509998	57.330002	92.790001	29.67	25.18	19.27	25.889999	24.469999	24	25.889999	20.92	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8162 Maskinoperatörer, mejeri	2021	25.220282	.2694543	6.0295496	.36001047	.11589569	.48476577	.12351074	.22813179	.023439946	.27808356	1.24332	43.849998	56.860001	92.790001	29.43	25.41	19.27	25.889999	24.469999	24.469999	25.889999	21.389999	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8162 Maskinoperatörer, mejeri	2022	26.918386	.26945436	6.0471721	.37198853	.13216557	.50686461	.14646545	.44710901	.023899922	.29903042	1.6229025	42.43	57.57	92.550003	30.139999	24.940001	19.030001	25.65	24.469999	24.700001	25.41	21.870001	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8162 Maskinoperatörer, mejeri	2023	29.261879	.26945445	6.0517974	.37437114	.18014173	.50910032	.23969007	.57968241	.024167538	.51310849	1.7919903	39.830002	57.09	92.790001	30.139999	25.18	19.74	25.65	24.469999	24.700001	26.120001	22.34	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8163 Maskinoperatörer, kvarn-, bageri- och konfektyrindustri	2010	.23470071	.081292637		.021909066						.0026569392		43.849998	57.57		29.67						25.65		8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8163 Maskinoperatörer, kvarn-, bageri- och konfektyrindustri	2011	.39447689	.16177335		.026085861						.0053138784		44.560001	57.57		29.91						26.120001		8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8163 Maskinoperatörer, kvarn-, bageri- och konfektyrindustri	2012	.57559991	.17486785		.067067817				.00029101007		.013775604	.00029101007	40.779999	57.57		30.139999				24.469999		25.889999	24.940001	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8163 Maskinoperatörer, kvarn-, bageri- och konfektyrindustri	2013	3.5306115	.18796235	1.7496375	.095107503				.0008133286		.022237331	.0008133286	80.019997	57.09	92.550003	30.139999				25.18		25.41	24.700001	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8163 Maskinoperatörer, kvarn-, bageri- och konfektyrindustri	2014	5.7956996	.20105687	2.7909698	.12435523			.0018026881	.0070490385		.028370138	.0070490385	79.550003	57.09	92.790001	29.67			25.41	24.940001		25.41	24.700001	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8163 Maskinoperatörer, kvarn-, bageri- och konfektyrindustri	2015	9.6370125	.21532503	3.8323021	.15728231		.018352333	.0030292226	.012764301	.0018570545	.15133017	.051508147	69.620003	57.09	92.080002	29.67		19.030001	25.65	24.469999	24.700001	25.889999	21.16	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8163 Maskinoperatörer, kvarn-, bageri- och konfektyrindustri	2016	13.872466	.26732498	4.1280665	.16074976	.037000835	.23769638	.079324581	.021216644	.0052617891	.17138948	.36503544	52.599998	57.57	92.32	30.139999	24.700001	19.5	25.889999	24.469999	24.469999	25.889999	18.790001	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8163 Maskinoperatörer, kvarn-, bageri- och konfektyrindustri	2017	14.337655	.26910299	4.1547642	.1790069	.051049713	.23773009	.081492357	.022710597	.007598321	.17845522	.36700991	50.470001	57.57	92.550003	30.139999	24.940001	19.5	25.65	24.700001	24.469999	25.889999	18.32	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8163 Maskinoperatörer, kvarn-, bageri- och konfektyrindustri	2018	16.691372	.26925203	4.7598858	.18961179	.051075958	.28110015	.085659191	.053916868	.010520204	.19631155	.51483524	49.759998	56.860001	92.080002	29.43	25.41	19.27	25.41	24.940001	24	25.41	19.98	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8163 Maskinoperatörer, kvarn-, bageri- och konfektyrindustri	2019	21.622601	.2693302	5.9861913	.24913731	.055117384	.31352904	.11536166	.077280648	.020350359	.23398814	.62543333	47.639999	57.09	92.080002	30.139999	24.700001	19.74	25.41	25.18	24.469999	26.120001	20.92	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8163 Maskinoperatörer, kvarn-, bageri- och konfektyrindustri	2020	23.528303	.26936793	6.0238128	.30448323	.065475665	.37673038	.11693439	.19005325	.022490293	.26344115	.96950072	45.98	57.09	92.32	29.91	24.700001	19.030001	25.41	24.700001	24.469999	25.41	20.690001	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8163 Maskinoperatörer, kvarn-, bageri- och konfektyrindustri	2021	25.220282	.2694543	6.0295496	.36001047	.11589569	.48476577	.12351074	.22813179	.023439946	.27808356	1.24332	43.619999	57.57	92.32	29.91	24.700001	19.030001	25.65	24.700001	24.700001	26.120001	20.690001	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8163 Maskinoperatörer, kvarn-, bageri- och konfektyrindustri	2022	26.918386	.26945436	6.0471721	.37198853	.13216557	.50686461	.14646545	.44710901	.023899922	.29903042	1.6229025	42.669998	56.860001	92.080002	29.67	24.700001	19.5	25.889999	24.700001	24.469999	25.889999	21.629999	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8163 Maskinoperatörer, kvarn-, bageri- och konfektyrindustri	2023	29.261879	.26945445	6.0517974	.37437114	.18014173	.50910032	.23969007	.57968241	.024167538	.51310849	1.7919903	39.599998	57.57	92.080002	29.67	24.700001	19.030001	25.41	24.700001	24.469999	25.65	23.049999	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8169 Övriga maskinoperatörer inom livsmedelsindustri m.m.	2010	.23470071	.081292637		.021909066						.0026569392		43.139999	57.330002		30.139999						25.889999		8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8169 Övriga maskinoperatörer inom livsmedelsindustri m.m.	2011	.39447689	.16177335		.026085861						.0053138784		44.330002	57.09		29.43						25.889999		8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8169 Övriga maskinoperatörer inom livsmedelsindustri m.m.	2012	.57559991	.17486785		.067067817				.00029101007		.013775604	.00029101007	40.540001	57.09		29.67				24.940001		25.65	24.469999	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8169 Övriga maskinoperatörer inom livsmedelsindustri m.m.	2013	3.5306115	.18796235	1.7496375	.095107503				.0008133286		.022237331	.0008133286	80.730003	57.57	92.790001	29.91				24.469999		25.65	25.18	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8169 Övriga maskinoperatörer inom livsmedelsindustri m.m.	2014	5.7956996	.20105687	2.7909698	.12435523			.0018026881	.0070490385		.028370138	.0070490385	79.790001	57.330002	92.550003	29.43			26.120001	25.18		26.120001	24.940001	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8169 Övriga maskinoperatörer inom livsmedelsindustri m.m.	2015	9.6370125	.21532503	3.8323021	.15728231		.018352333	.0030292226	.012764301	.0018570545	.15133017	.051508147	69.860001	57.330002	92.550003	30.139999		19.74	25.889999	24.700001	24.469999	25.41	20.92	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8169 Övriga maskinoperatörer inom livsmedelsindustri m.m.	2016	13.872466	.26732498	4.1280665	.16074976	.037000835	.23769638	.079324581	.021216644	.0052617891	.17138948	.36503544	53.07	57.09	92.080002	29.91	24.940001	19.74	26.120001	24.940001	24	25.65	18.32	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8169 Övriga maskinoperatörer inom livsmedelsindustri m.m.	2017	14.337655	.26910299	4.1547642	.1790069	.051049713	.23773009	.081492357	.022710597	.007598321	.17845522	.36700991	50.709999	57.330002	92.790001	29.91	25.18	19.27	25.889999	24.469999	24	26.120001	19.030001	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8169 Övriga maskinoperatörer inom livsmedelsindustri m.m.	2018	16.691372	.26925203	4.7598858	.18961179	.051075958	.28110015	.085659191	.053916868	.010520204	.19631155	.51483524	49.529999	57.330002	92.32	29.67	24.700001	19.030001	25.65	24.469999	24.23	25.889999	19.74	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8169 Övriga maskinoperatörer inom livsmedelsindustri m.m.	2019	21.622601	.2693302	5.9861913	.24913731	.055117384	.31352904	.11536166	.077280648	.020350359	.23398814	.62543333	47.400002	57.330002	92.550003	29.67	24.940001	19.030001	25.65	24.700001	24.23	25.41	20.450001	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8169 Övriga maskinoperatörer inom livsmedelsindustri m.m.	2020	23.528303	.26936793	6.0238128	.30448323	.065475665	.37673038	.11693439	.19005325	.022490293	.26344115	.96950072	45.740002	57.57	92.080002	29.43	24.940001	19.5	26.120001	24.940001	24.700001	25.65	21.389999	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8169 Övriga maskinoperatörer inom livsmedelsindustri m.m.	2021	25.220282	.2694543	6.0295496	.36001047	.11589569	.48476577	.12351074	.22813179	.023439946	.27808356	1.24332	43.139999	57.330002	92.080002	29.67	24.940001	19.74	26.120001	24.940001	24	25.41	20.92	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8169 Övriga maskinoperatörer inom livsmedelsindustri m.m.	2022	26.918386	.26945436	6.0471721	.37198853	.13216557	.50686461	.14646545	.44710901	.023899922	.29903042	1.6229025	42.200001	57.09	92.790001	29.43	25.41	19.74	25.41	24.940001	24	26.120001	22.1	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8169 Övriga maskinoperatörer inom livsmedelsindustri m.m.	2023	29.261879	.26945445	6.0517974	.37437114	.18014173	.50910032	.23969007	.57968241	.024167538	.51310849	1.7919903	40.07	57.330002	92.550003	29.43	25.41	19.5	25.889999	25.18	24	25.889999	22.58	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	816 Maskinoperatörer, livsmedelsindustri
8171 Processoperatörer, pappersmassa	2010	.22959733	.077814668		.022625776						.0024811779		37.939999	46.220001		36.049999						20.450001		8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8171 Processoperatörer, pappersmassa	2011	.38407239	.15485215		.026939206						.0049623558		38.18	46.220001		36.049999						20.450001		8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8171 Processoperatörer, pappersmassa	2012	.56255889	.16738641		.069261797				.00025368348		.012864323	.00025368348	34.869999	46.450001		36.049999				15.01		20.450001	15.25	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8171 Processoperatörer, pappersmassa	2013	3.5712452	.1799207	1.8015656	.098218746				.00070900656		.020766292	.00070900656	84.519997	46.220001	96.809998	36.049999				15.01		20.450001	15.25	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8171 Processoperatörer, pappersmassa	2014	5.8511596	.19245496	2.8738041	.12842326			.0015456675	.0061448887		.026493402	.0061448887	83.099998	46.220001	97.040001	36.049999			15.25	15.01		20.450001	15.25	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8171 Processoperatörer, pappersmassa	2015	9.6669121	.2061127	3.9460423	.16242747		.018187169	.0025973269	.011127079	.0015974361	.14131939	.048350308	70.57	46.450001	97.040001	36.049999		17.85	15.25	15.01	15.01	20.690001	14.78	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8171 Processoperatörer, pappersmassa	2016	13.764782	.25588793	4.2505846	.16600837	.036387391	.2355572	.068014778	.01849528	.0045261844	.16005173	.35312077	49.759998	46.450001	97.040001	36.049999	18.790001	17.85	15.01	15.01	15.01	20.450001	14.78	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8171 Processoperatörer, pappersmassa	2017	14.217608	.25758988	4.2780747	.18486275	.050203353	.23559061	.069873482	.019797608	.0065360661	.16665007	.35487363	48.82	46.450001	97.040001	36.049999	18.790001	17.610001	15.01	15.25	15.01	20.450001	14.78	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8171 Processoperatörer, pappersmassa	2018	16.534924	.25773251	4.9011559	.19581455	.050229162	.27857035	.073446222	.04700119	.0090494659	.18332517	.49343696	46.220001	46.450001	97.040001	36.049999	18.559999	17.85	15.25	15.25	14.78	20.450001	14.78	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8171 Processoperatörer, pappersmassa	2019	21.394123	.25780734	6.1638579	.25728732	.054203581	.31070739	.098913826	.067368202	.017505353	.21850938	.59710342	45.740002	46.450001	97.040001	36.290001	18.559999	17.85	15.25	15.25	14.78	20.450001	15.01	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8171 Processoperatörer, pappersmassa	2020	23.22216	.25784349	6.2025957	.31444377	.064390138	.37333992	.10026232	.16567598	.019346122	.246014	.91496378	41.959999	46.450001	97.040001	36.049999	18.559999	17.85	15.01	15.01	15.01	20.690001	14.78	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8171 Processoperatörer, pappersmassa	2021	24.855528	.25792614	6.2085028	.37178749	.11397424	.48040304	.10590104	.19887035	.020163013	.25968781	1.1744378	39.599998	46.220001	96.809998	36.049999	18.790001	17.85	15.01	15.01	15.01	20.450001	15.25	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8171 Processoperatörer, pappersmassa	2022	26.437096	.2579262	6.2266483	.38415739	.12997438	.502303	.12558295	.38976032	.020558683	.27924898	1.5165275	36.52	46.450001	96.809998	36.290001	18.559999	17.85	15.01	15.01	14.78	20.450001	13.59	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8171 Processoperatörer, pappersmassa	2023	28.592449	.25792629	6.231411	.38661793	.17715514	.50451863	.20551595	.50532913	.020788886	.47916541	1.666312	35.82	46.450001	97.040001	36.290001	18.559999	17.610001	15.01	15.25	15.01	20.690001	13.59	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8172 Processoperatörer, papper	2010	.22959733	.077814668		.022625776						.0024811779		37.709999	46.450001		36.290001						20.690001		8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8172 Processoperatörer, papper	2011	.38407239	.15485215		.026939206						.0049623558		37.939999	46.450001		36.290001						20.690001		8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8172 Processoperatörer, papper	2012	.56255889	.16738641		.069261797				.00025368348		.012864323	.00025368348	35.110001	46.220001		36.290001				15.25		20.690001	15.01	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8172 Processoperatörer, papper	2013	3.5712452	.1799207	1.8015656	.098218746				.00070900656		.020766292	.00070900656	84.279999	46.450001	97.040001	36.290001				15.25		20.690001	15.01	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8172 Processoperatörer, papper	2014	5.8511596	.19245496	2.8738041	.12842326			.0015456675	.0061448887		.026493402	.0061448887	83.330002	46.450001	96.809998	36.290001			15.01	15.25		20.690001	15.01	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8172 Processoperatörer, papper	2015	9.6669121	.2061127	3.9460423	.16242747		.018187169	.0025973269	.011127079	.0015974361	.14131939	.048350308	70.800003	46.220001	96.809998	36.290001		17.610001	15.01	15.25	14.78	20.450001	15.01	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8172 Processoperatörer, papper	2016	13.764782	.25588793	4.2505846	.16600837	.036387391	.2355572	.068014778	.01849528	.0045261844	.16005173	.35312077	50	46.220001	96.809998	36.290001	18.559999	17.610001	15.25	15.25	14.78	20.690001	14.54	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8172 Processoperatörer, papper	2017	14.217608	.25758988	4.2780747	.18486275	.050203353	.23559061	.069873482	.019797608	.0065360661	.16665007	.35487363	48.580002	46.220001	96.809998	36.290001	18.559999	17.85	15.25	15.01	14.78	20.690001	14.54	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8172 Processoperatörer, papper	2018	16.534924	.25773251	4.9011559	.19581455	.050229162	.27857035	.073446222	.04700119	.0090494659	.18332517	.49343696	46.450001	46.220001	96.809998	36.290001	18.790001	17.610001	15.01	15.01	15.01	20.690001	15.01	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
8172 Processoperatörer, papper	2019	21.394123	.25780734	6.1638579	.25728732	.054203581	.31070739	.098913826	.067368202	.017505353	.21850938	.59710342	45.98	46.220001	96.809998	36.049999	18.790001	17.610001	15.01	15.01	15.01	20.690001	15.25	8 Yrken inom maskinell tillverkning och transport m.m.	81 Process- och maskinoperatörer	817 Processoperatörer, trä- och pappersindustri
